,Title,Date,day_of_week,month,Shows,len,title,season,episode,Unnamed: 0,show_id,type,director,cast,country,date_added,release_year,rating,duration,listed_in,description,Unnamed: 0.1,tconst,titleType,primaryTitle,isAdult,startYear,endYear,runtimeMinutes,genres
271,The Office (U.S.): Season 3: Diwali,2020-09-19,Saturday,September,"['The Office (U.S.)', ' Season 3', ' Diwali']",3.0,The Office (U.S.), Season 3, Diwali,1963.0,70136120.0,TV Show,,"Steve Carell, John Krasinski, Jenna Fischer, Rainn Wilson, B.J. Novak, Ed Helms, Brian Baumgartner, David Denman, Creed Bratton, Kate Flannery, Mindy Kaling, Angela Kinsey, Paul Lieberstein, Oscar Nuñez, Phyllis Smith",United States," January 1, 2016",2012.0,TV-14,9 Seasons,TV Comedies,This hit comedy chronicles the foibles of disgruntled office workers – led by deluded boss Michael Scott – at the Dunder Mifflin paper company.,,,,,,,,,
272,The Office (U.S.): Season 3: Initiation,2020-09-19,Saturday,September,"['The Office (U.S.)', ' Season 3', ' Initiation']",3.0,The Office (U.S.), Season 3, Initiation,1963.0,70136120.0,TV Show,,"Steve Carell, John Krasinski, Jenna Fischer, Rainn Wilson, B.J. Novak, Ed Helms, Brian Baumgartner, David Denman, Creed Bratton, Kate Flannery, Mindy Kaling, Angela Kinsey, Paul Lieberstein, Oscar Nuñez, Phyllis Smith",United States," January 1, 2016",2012.0,TV-14,9 Seasons,TV Comedies,This hit comedy chronicles the foibles of disgruntled office workers – led by deluded boss Michael Scott – at the Dunder Mifflin paper company.,,,,,,,,,
273,The Office (U.S.): Season 3: Grief Counseling,2020-09-18,Friday,September,"['The Office (U.S.)', ' Season 3', ' Grief Counseling']",3.0,The Office (U.S.), Season 3, Grief Counseling,1963.0,70136120.0,TV Show,,"Steve Carell, John Krasinski, Jenna Fischer, Rainn Wilson, B.J. Novak, Ed Helms, Brian Baumgartner, David Denman, Creed Bratton, Kate Flannery, Mindy Kaling, Angela Kinsey, Paul Lieberstein, Oscar Nuñez, Phyllis Smith",United States," January 1, 2016",2012.0,TV-14,9 Seasons,TV Comedies,This hit comedy chronicles the foibles of disgruntled office workers – led by deluded boss Michael Scott – at the Dunder Mifflin paper company.,,,,,,,,,
274,Suits: Season 6: Trust,2020-09-18,Friday,September,"['Suits', ' Season 6', ' Trust']",3.0,Suits, Season 6, Trust,1199.0,81194523.0,TV Show,,"Jang Dong-gun, Park Hyung-sik, Jin Hee-kyung, Chae Jung-an, Ko Sung-hee, Choi Guy-hwa, Kim Young-ho, Lee Sang-yi",South Korea,"December 1, 2019",2018.0,TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",A renowned corporate attorney at a prestigious firm gambles on a dropout with a photographic memory but no law degree to help on high-stakes cases.,3313406.0,tt1632701,show,Suits,0.0,2011,2019,44.0,"Comedy,Drama"
275,Suits: Season 6: Turn,2020-09-18,Friday,September,"['Suits', ' Season 6', ' Turn']",3.0,Suits, Season 6, Turn,1199.0,81194523.0,TV Show,,"Jang Dong-gun, Park Hyung-sik, Jin Hee-kyung, Chae Jung-an, Ko Sung-hee, Choi Guy-hwa, Kim Young-ho, Lee Sang-yi",South Korea,"December 1, 2019",2018.0,TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",A renowned corporate attorney at a prestigious firm gambles on a dropout with a photographic memory but no law degree to help on high-stakes cases.,3313406.0,tt1632701,show,Suits,0.0,2011,2019,44.0,"Comedy,Drama"
276,The Office (U.S.): Season 3: The Coup,2020-09-16,Wednesday,September,"['The Office (U.S.)', ' Season 3', ' The Coup']",3.0,The Office (U.S.), Season 3, The Coup,1963.0,70136120.0,TV Show,,"Steve Carell, John Krasinski, Jenna Fischer, Rainn Wilson, B.J. Novak, Ed Helms, Brian Baumgartner, David Denman, Creed Bratton, Kate Flannery, Mindy Kaling, Angela Kinsey, Paul Lieberstein, Oscar Nuñez, Phyllis Smith",United States," January 1, 2016",2012.0,TV-14,9 Seasons,TV Comedies,This hit comedy chronicles the foibles of disgruntled office workers – led by deluded boss Michael Scott – at the Dunder Mifflin paper company.,,,,,,,,,
277,The Office (U.S.): Season 3: The Convention,2020-09-16,Wednesday,September,"['The Office (U.S.)', ' Season 3', ' The Convention']",3.0,The Office (U.S.), Season 3, The Convention,1963.0,70136120.0,TV Show,,"Steve Carell, John Krasinski, Jenna Fischer, Rainn Wilson, B.J. Novak, Ed Helms, Brian Baumgartner, David Denman, Creed Bratton, Kate Flannery, Mindy Kaling, Angela Kinsey, Paul Lieberstein, Oscar Nuñez, Phyllis Smith",United States," January 1, 2016",2012.0,TV-14,9 Seasons,TV Comedies,This hit comedy chronicles the foibles of disgruntled office workers – led by deluded boss Michael Scott – at the Dunder Mifflin paper company.,,,,,,,,,
278,Suits: Season 6: Back on the Map,2020-09-16,Wednesday,September,"['Suits', ' Season 6', ' Back on the Map']",3.0,Suits, Season 6, Back on the Map,1199.0,81194523.0,TV Show,,"Jang Dong-gun, Park Hyung-sik, Jin Hee-kyung, Chae Jung-an, Ko Sung-hee, Choi Guy-hwa, Kim Young-ho, Lee Sang-yi",South Korea,"December 1, 2019",2018.0,TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",A renowned corporate attorney at a prestigious firm gambles on a dropout with a photographic memory but no law degree to help on high-stakes cases.,3313406.0,tt1632701,show,Suits,0.0,2011,2019,44.0,"Comedy,Drama"
279,The Office (U.S.): Season 3: Gay Witch Hunt,2020-09-16,Wednesday,September,"['The Office (U.S.)', ' Season 3', ' Gay Witch Hunt']",3.0,The Office (U.S.), Season 3, Gay Witch Hunt,1963.0,70136120.0,TV Show,,"Steve Carell, John Krasinski, Jenna Fischer, Rainn Wilson, B.J. Novak, Ed Helms, Brian Baumgartner, David Denman, Creed Bratton, Kate Flannery, Mindy Kaling, Angela Kinsey, Paul Lieberstein, Oscar Nuñez, Phyllis Smith",United States," January 1, 2016",2012.0,TV-14,9 Seasons,TV Comedies,This hit comedy chronicles the foibles of disgruntled office workers – led by deluded boss Michael Scott – at the Dunder Mifflin paper company.,,,,,,,,,
280,Suits: Season 6: Accounts Payable,2020-09-15,Tuesday,September,"['Suits', ' Season 6', ' Accounts Payable']",3.0,Suits, Season 6, Accounts Payable,1199.0,81194523.0,TV Show,,"Jang Dong-gun, Park Hyung-sik, Jin Hee-kyung, Chae Jung-an, Ko Sung-hee, Choi Guy-hwa, Kim Young-ho, Lee Sang-yi",South Korea,"December 1, 2019",2018.0,TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",A renowned corporate attorney at a prestigious firm gambles on a dropout with a photographic memory but no law degree to help on high-stakes cases.,3313406.0,tt1632701,show,Suits,0.0,2011,2019,44.0,"Comedy,Drama"
281,The Office (U.S.): Season 2: Casino Night,2020-09-15,Tuesday,September,"['The Office (U.S.)', ' Season 2', ' Casino Night']",3.0,The Office (U.S.), Season 2, Casino Night,1963.0,70136120.0,TV Show,,"Steve Carell, John Krasinski, Jenna Fischer, Rainn Wilson, B.J. Novak, Ed Helms, Brian Baumgartner, David Denman, Creed Bratton, Kate Flannery, Mindy Kaling, Angela Kinsey, Paul Lieberstein, Oscar Nuñez, Phyllis Smith",United States," January 1, 2016",2012.0,TV-14,9 Seasons,TV Comedies,This hit comedy chronicles the foibles of disgruntled office workers – led by deluded boss Michael Scott – at the Dunder Mifflin paper company.,,,,,,,,,
282,The Office (U.S.): Season 2: Conflict Resolution,2020-09-15,Tuesday,September,"['The Office (U.S.)', ' Season 2', ' Conflict Resolution']",3.0,The Office (U.S.), Season 2, Conflict Resolution,1963.0,70136120.0,TV Show,,"Steve Carell, John Krasinski, Jenna Fischer, Rainn Wilson, B.J. Novak, Ed Helms, Brian Baumgartner, David Denman, Creed Bratton, Kate Flannery, Mindy Kaling, Angela Kinsey, Paul Lieberstein, Oscar Nuñez, Phyllis Smith",United States," January 1, 2016",2012.0,TV-14,9 Seasons,TV Comedies,This hit comedy chronicles the foibles of disgruntled office workers – led by deluded boss Michael Scott – at the Dunder Mifflin paper company.,,,,,,,,,
283,The Office (U.S.): Season 2: Drug Testing,2020-09-14,Monday,September,"['The Office (U.S.)', ' Season 2', ' Drug Testing']",3.0,The Office (U.S.), Season 2, Drug Testing,1963.0,70136120.0,TV Show,,"Steve Carell, John Krasinski, Jenna Fischer, Rainn Wilson, B.J. Novak, Ed Helms, Brian Baumgartner, David Denman, Creed Bratton, Kate Flannery, Mindy Kaling, Angela Kinsey, Paul Lieberstein, Oscar Nuñez, Phyllis Smith",United States," January 1, 2016",2012.0,TV-14,9 Seasons,TV Comedies,This hit comedy chronicles the foibles of disgruntled office workers – led by deluded boss Michael Scott – at the Dunder Mifflin paper company.,,,,,,,,,
284,How I Met Your Mother: Season 1: The Pineapple Incident,2020-09-14,Monday,September,"['How I Met Your Mother', ' Season 1', ' The Pineapple Incident']",3.0,How I Met Your Mother, Season 1, The Pineapple Incident,28767.0,,,,,,,,,,,,442992.0,tt0460649,show,How I Met Your Mother,0.0,2005,2014,22.0,"Comedy,Romance"
285,The Office (U.S.): Season 2: Michael's Birthday,2020-09-13,Sunday,September,"['The Office (U.S.)', ' Season 2', "" Michael's Birthday""]",3.0,The Office (U.S.), Season 2, Michael's Birthday,1963.0,70136120.0,TV Show,,"Steve Carell, John Krasinski, Jenna Fischer, Rainn Wilson, B.J. Novak, Ed Helms, Brian Baumgartner, David Denman, Creed Bratton, Kate Flannery, Mindy Kaling, Angela Kinsey, Paul Lieberstein, Oscar Nuñez, Phyllis Smith",United States," January 1, 2016",2012.0,TV-14,9 Seasons,TV Comedies,This hit comedy chronicles the foibles of disgruntled office workers – led by deluded boss Michael Scott – at the Dunder Mifflin paper company.,,,,,,,,,
286,Suits: Season 6: To Trouble,2020-09-13,Sunday,September,"['Suits', ' Season 6', ' To Trouble']",3.0,Suits, Season 6, To Trouble,1199.0,81194523.0,TV Show,,"Jang Dong-gun, Park Hyung-sik, Jin Hee-kyung, Chae Jung-an, Ko Sung-hee, Choi Guy-hwa, Kim Young-ho, Lee Sang-yi",South Korea,"December 1, 2019",2018.0,TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",A renowned corporate attorney at a prestigious firm gambles on a dropout with a photographic memory but no law degree to help on high-stakes cases.,3313406.0,tt1632701,show,Suits,0.0,2011,2019,44.0,"Comedy,Drama"
287,The Office (U.S.): Season 2: Take Your Daughter to Work Day,2020-09-13,Sunday,September,"['The Office (U.S.)', ' Season 2', ' Take Your Daughter to Work Day']",3.0,The Office (U.S.), Season 2, Take Your Daughter to Work Day,1963.0,70136120.0,TV Show,,"Steve Carell, John Krasinski, Jenna Fischer, Rainn Wilson, B.J. Novak, Ed Helms, Brian Baumgartner, David Denman, Creed Bratton, Kate Flannery, Mindy Kaling, Angela Kinsey, Paul Lieberstein, Oscar Nuñez, Phyllis Smith",United States," January 1, 2016",2012.0,TV-14,9 Seasons,TV Comedies,This hit comedy chronicles the foibles of disgruntled office workers – led by deluded boss Michael Scott – at the Dunder Mifflin paper company.,,,,,,,,,
288,The Office (U.S.): Season 2: Dwight's Speech,2020-09-13,Sunday,September,"['The Office (U.S.)', ' Season 2', "" Dwight's Speech""]",3.0,The Office (U.S.), Season 2, Dwight's Speech,1963.0,70136120.0,TV Show,,"Steve Carell, John Krasinski, Jenna Fischer, Rainn Wilson, B.J. Novak, Ed Helms, Brian Baumgartner, David Denman, Creed Bratton, Kate Flannery, Mindy Kaling, Angela Kinsey, Paul Lieberstein, Oscar Nuñez, Phyllis Smith",United States," January 1, 2016",2012.0,TV-14,9 Seasons,TV Comedies,This hit comedy chronicles the foibles of disgruntled office workers – led by deluded boss Michael Scott – at the Dunder Mifflin paper company.,,,,,,,,,
289,The Office (U.S.): Season 2: Valentine's Day,2020-09-13,Sunday,September,"['The Office (U.S.)', ' Season 2', "" Valentine's Day""]",3.0,The Office (U.S.), Season 2, Valentine's Day,1963.0,70136120.0,TV Show,,"Steve Carell, John Krasinski, Jenna Fischer, Rainn Wilson, B.J. Novak, Ed Helms, Brian Baumgartner, David Denman, Creed Bratton, Kate Flannery, Mindy Kaling, Angela Kinsey, Paul Lieberstein, Oscar Nuñez, Phyllis Smith",United States," January 1, 2016",2012.0,TV-14,9 Seasons,TV Comedies,This hit comedy chronicles the foibles of disgruntled office workers – led by deluded boss Michael Scott – at the Dunder Mifflin paper company.,,,,,,,,,
290,The Office (U.S.): Season 2: Boys and Girls,2020-09-13,Sunday,September,"['The Office (U.S.)', ' Season 2', ' Boys and Girls']",3.0,The Office (U.S.), Season 2, Boys and Girls,1963.0,70136120.0,TV Show,,"Steve Carell, John Krasinski, Jenna Fischer, Rainn Wilson, B.J. Novak, Ed Helms, Brian Baumgartner, David Denman, Creed Bratton, Kate Flannery, Mindy Kaling, Angela Kinsey, Paul Lieberstein, Oscar Nuñez, Phyllis Smith",United States," January 1, 2016",2012.0,TV-14,9 Seasons,TV Comedies,This hit comedy chronicles the foibles of disgruntled office workers – led by deluded boss Michael Scott – at the Dunder Mifflin paper company.,,,,,,,,,
291,How I Met Your Mother: Season 1: Belly Full of Turkey,2020-09-13,Sunday,September,"['How I Met Your Mother', ' Season 1', ' Belly Full of Turkey']",3.0,How I Met Your Mother, Season 1, Belly Full of Turkey,28767.0,,,,,,,,,,,,442992.0,tt0460649,show,How I Met Your Mother,0.0,2005,2014,22.0,"Comedy,Romance"
292,How I Met Your Mother: Season 1: The Duel,2020-09-13,Sunday,September,"['How I Met Your Mother', ' Season 1', ' The Duel']",3.0,How I Met Your Mother, Season 1, The Duel,28767.0,,,,,,,,,,,,442992.0,tt0460649,show,How I Met Your Mother,0.0,2005,2014,22.0,"Comedy,Romance"
293,The Office (U.S.): Season 2: The Carpet,2020-09-12,Saturday,September,"['The Office (U.S.)', ' Season 2', ' The Carpet']",3.0,The Office (U.S.), Season 2, The Carpet,1963.0,70136120.0,TV Show,,"Steve Carell, John Krasinski, Jenna Fischer, Rainn Wilson, B.J. Novak, Ed Helms, Brian Baumgartner, David Denman, Creed Bratton, Kate Flannery, Mindy Kaling, Angela Kinsey, Paul Lieberstein, Oscar Nuñez, Phyllis Smith",United States," January 1, 2016",2012.0,TV-14,9 Seasons,TV Comedies,This hit comedy chronicles the foibles of disgruntled office workers – led by deluded boss Michael Scott – at the Dunder Mifflin paper company.,,,,,,,,,
294,The Office (U.S.): Season 2: The Secret,2020-09-10,Thursday,September,"['The Office (U.S.)', ' Season 2', ' The Secret']",3.0,The Office (U.S.), Season 2, The Secret,1963.0,70136120.0,TV Show,,"Steve Carell, John Krasinski, Jenna Fischer, Rainn Wilson, B.J. Novak, Ed Helms, Brian Baumgartner, David Denman, Creed Bratton, Kate Flannery, Mindy Kaling, Angela Kinsey, Paul Lieberstein, Oscar Nuñez, Phyllis Smith",United States," January 1, 2016",2012.0,TV-14,9 Seasons,TV Comedies,This hit comedy chronicles the foibles of disgruntled office workers – led by deluded boss Michael Scott – at the Dunder Mifflin paper company.,,,,,,,,,
295,The Office (U.S.): Season 2: The Injury,2020-09-08,Tuesday,September,"['The Office (U.S.)', ' Season 2', ' The Injury']",3.0,The Office (U.S.), Season 2, The Injury,1963.0,70136120.0,TV Show,,"Steve Carell, John Krasinski, Jenna Fischer, Rainn Wilson, B.J. Novak, Ed Helms, Brian Baumgartner, David Denman, Creed Bratton, Kate Flannery, Mindy Kaling, Angela Kinsey, Paul Lieberstein, Oscar Nuñez, Phyllis Smith",United States," January 1, 2016",2012.0,TV-14,9 Seasons,TV Comedies,This hit comedy chronicles the foibles of disgruntled office workers – led by deluded boss Michael Scott – at the Dunder Mifflin paper company.,,,,,,,,,
296,The Office (U.S.): Season 2: Booze Cruise,2020-09-08,Tuesday,September,"['The Office (U.S.)', ' Season 2', ' Booze Cruise']",3.0,The Office (U.S.), Season 2, Booze Cruise,1963.0,70136120.0,TV Show,,"Steve Carell, John Krasinski, Jenna Fischer, Rainn Wilson, B.J. Novak, Ed Helms, Brian Baumgartner, David Denman, Creed Bratton, Kate Flannery, Mindy Kaling, Angela Kinsey, Paul Lieberstein, Oscar Nuñez, Phyllis Smith",United States," January 1, 2016",2012.0,TV-14,9 Seasons,TV Comedies,This hit comedy chronicles the foibles of disgruntled office workers – led by deluded boss Michael Scott – at the Dunder Mifflin paper company.,,,,,,,,,
297,The Office (U.S.): Season 2: Christmas Party,2020-09-08,Tuesday,September,"['The Office (U.S.)', ' Season 2', ' Christmas Party']",3.0,The Office (U.S.), Season 2, Christmas Party,1963.0,70136120.0,TV Show,,"Steve Carell, John Krasinski, Jenna Fischer, Rainn Wilson, B.J. Novak, Ed Helms, Brian Baumgartner, David Denman, Creed Bratton, Kate Flannery, Mindy Kaling, Angela Kinsey, Paul Lieberstein, Oscar Nuñez, Phyllis Smith",United States," January 1, 2016",2012.0,TV-14,9 Seasons,TV Comedies,This hit comedy chronicles the foibles of disgruntled office workers – led by deluded boss Michael Scott – at the Dunder Mifflin paper company.,,,,,,,,,
298,The Office (U.S.): Season 2: Email Surveillance,2020-09-07,Monday,September,"['The Office (U.S.)', ' Season 2', ' Email Surveillance']",3.0,The Office (U.S.), Season 2, Email Surveillance,1963.0,70136120.0,TV Show,,"Steve Carell, John Krasinski, Jenna Fischer, Rainn Wilson, B.J. Novak, Ed Helms, Brian Baumgartner, David Denman, Creed Bratton, Kate Flannery, Mindy Kaling, Angela Kinsey, Paul Lieberstein, Oscar Nuñez, Phyllis Smith",United States," January 1, 2016",2012.0,TV-14,9 Seasons,TV Comedies,This hit comedy chronicles the foibles of disgruntled office workers – led by deluded boss Michael Scott – at the Dunder Mifflin paper company.,,,,,,,,,
299,The Office (U.S.): Season 2: Performance Review,2020-09-07,Monday,September,"['The Office (U.S.)', ' Season 2', ' Performance Review']",3.0,The Office (U.S.), Season 2, Performance Review,1963.0,70136120.0,TV Show,,"Steve Carell, John Krasinski, Jenna Fischer, Rainn Wilson, B.J. Novak, Ed Helms, Brian Baumgartner, David Denman, Creed Bratton, Kate Flannery, Mindy Kaling, Angela Kinsey, Paul Lieberstein, Oscar Nuñez, Phyllis Smith",United States," January 1, 2016",2012.0,TV-14,9 Seasons,TV Comedies,This hit comedy chronicles the foibles of disgruntled office workers – led by deluded boss Michael Scott – at the Dunder Mifflin paper company.,,,,,,,,,
300,The Office (U.S.): Season 2: The Client,2020-09-07,Monday,September,"['The Office (U.S.)', ' Season 2', ' The Client']",3.0,The Office (U.S.), Season 2, The Client,1963.0,70136120.0,TV Show,,"Steve Carell, John Krasinski, Jenna Fischer, Rainn Wilson, B.J. Novak, Ed Helms, Brian Baumgartner, David Denman, Creed Bratton, Kate Flannery, Mindy Kaling, Angela Kinsey, Paul Lieberstein, Oscar Nuñez, Phyllis Smith",United States," January 1, 2016",2012.0,TV-14,9 Seasons,TV Comedies,This hit comedy chronicles the foibles of disgruntled office workers – led by deluded boss Michael Scott – at the Dunder Mifflin paper company.,,,,,,,,,
301,Suits: Season 5: 25th Hour,2020-09-06,Sunday,September,"['Suits', ' Season 5', ' 25th Hour']",3.0,Suits, Season 5, 25th Hour,1199.0,81194523.0,TV Show,,"Jang Dong-gun, Park Hyung-sik, Jin Hee-kyung, Chae Jung-an, Ko Sung-hee, Choi Guy-hwa, Kim Young-ho, Lee Sang-yi",South Korea,"December 1, 2019",2018.0,TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",A renowned corporate attorney at a prestigious firm gambles on a dropout with a photographic memory but no law degree to help on high-stakes cases.,3313406.0,tt1632701,show,Suits,0.0,2011,2019,44.0,"Comedy,Drama"
302,The Office (U.S.): Season 2: The Fight,2020-09-06,Sunday,September,"['The Office (U.S.)', ' Season 2', ' The Fight']",3.0,The Office (U.S.), Season 2, The Fight,1963.0,70136120.0,TV Show,,"Steve Carell, John Krasinski, Jenna Fischer, Rainn Wilson, B.J. Novak, Ed Helms, Brian Baumgartner, David Denman, Creed Bratton, Kate Flannery, Mindy Kaling, Angela Kinsey, Paul Lieberstein, Oscar Nuñez, Phyllis Smith",United States," January 1, 2016",2012.0,TV-14,9 Seasons,TV Comedies,This hit comedy chronicles the foibles of disgruntled office workers – led by deluded boss Michael Scott – at the Dunder Mifflin paper company.,,,,,,,,,
303,Dirty John: Betty Broderick: Perception Is Reality,2020-09-04,Friday,September,"['Dirty John', ' Betty Broderick', ' Perception Is Reality']",3.0,Dirty John, Betty Broderick, Perception Is Reality,327.0,80241855.0,TV Show,,"Connie Britton, Eric Bana, Juno Temple, Julia Garner, Jean Smart, Keiko Agena, Jeff Perry, Kevin Zegers, Jake Abel",United States,"November 25, 2019",2018.0,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",Businesswoman Debra Newell's life unravels when she falls for the lies and manipulation of con man John Meehan. Based on the true-crime podcast.,6502130.0,tt7945720,show,Dirty John,0.0,2018,N,44.0,"Crime,Drama"
304,Dirty John: Betty Broderick: The Shillelagh,2020-09-04,Friday,September,"['Dirty John', ' Betty Broderick', ' The Shillelagh']",3.0,Dirty John, Betty Broderick, The Shillelagh,327.0,80241855.0,TV Show,,"Connie Britton, Eric Bana, Juno Temple, Julia Garner, Jean Smart, Keiko Agena, Jeff Perry, Kevin Zegers, Jake Abel",United States,"November 25, 2019",2018.0,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",Businesswoman Debra Newell's life unravels when she falls for the lies and manipulation of con man John Meehan. Based on the true-crime podcast.,6502130.0,tt7945720,show,Dirty John,0.0,2018,N,44.0,"Crime,Drama"
305,Dirty John: Betty Broderick: The Twelfth of Never,2020-09-04,Friday,September,"['Dirty John', ' Betty Broderick', ' The Twelfth of Never']",3.0,Dirty John, Betty Broderick, The Twelfth of Never,327.0,80241855.0,TV Show,,"Connie Britton, Eric Bana, Juno Temple, Julia Garner, Jean Smart, Keiko Agena, Jeff Perry, Kevin Zegers, Jake Abel",United States,"November 25, 2019",2018.0,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",Businesswoman Debra Newell's life unravels when she falls for the lies and manipulation of con man John Meehan. Based on the true-crime podcast.,6502130.0,tt7945720,show,Dirty John,0.0,2018,N,44.0,"Crime,Drama"
306,Dirty John: Betty Broderick: Scream Therapy,2020-09-04,Friday,September,"['Dirty John', ' Betty Broderick', ' Scream Therapy']",3.0,Dirty John, Betty Broderick, Scream Therapy,327.0,80241855.0,TV Show,,"Connie Britton, Eric Bana, Juno Temple, Julia Garner, Jean Smart, Keiko Agena, Jeff Perry, Kevin Zegers, Jake Abel",United States,"November 25, 2019",2018.0,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",Businesswoman Debra Newell's life unravels when she falls for the lies and manipulation of con man John Meehan. Based on the true-crime podcast.,6502130.0,tt7945720,show,Dirty John,0.0,2018,N,44.0,"Crime,Drama"
307,The Office (U.S.): Season 2: Halloween,2020-09-03,Thursday,September,"['The Office (U.S.)', ' Season 2', ' Halloween']",3.0,The Office (U.S.), Season 2, Halloween,1963.0,70136120.0,TV Show,,"Steve Carell, John Krasinski, Jenna Fischer, Rainn Wilson, B.J. Novak, Ed Helms, Brian Baumgartner, David Denman, Creed Bratton, Kate Flannery, Mindy Kaling, Angela Kinsey, Paul Lieberstein, Oscar Nuñez, Phyllis Smith",United States," January 1, 2016",2012.0,TV-14,9 Seasons,TV Comedies,This hit comedy chronicles the foibles of disgruntled office workers – led by deluded boss Michael Scott – at the Dunder Mifflin paper company.,,,,,,,,,
308,Dirty John: Betty Broderick: More to It Than Fun,2020-09-03,Thursday,September,"['Dirty John', ' Betty Broderick', ' More to It Than Fun']",3.0,Dirty John, Betty Broderick, More to It Than Fun,327.0,80241855.0,TV Show,,"Connie Britton, Eric Bana, Juno Temple, Julia Garner, Jean Smart, Keiko Agena, Jeff Perry, Kevin Zegers, Jake Abel",United States,"November 25, 2019",2018.0,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",Businesswoman Debra Newell's life unravels when she falls for the lies and manipulation of con man John Meehan. Based on the true-crime podcast.,6502130.0,tt7945720,show,Dirty John,0.0,2018,N,44.0,"Crime,Drama"
309,Suits: Season 5: Tick Tock,2020-09-03,Thursday,September,"['Suits', ' Season 5', ' Tick Tock']",3.0,Suits, Season 5, Tick Tock,1199.0,81194523.0,TV Show,,"Jang Dong-gun, Park Hyung-sik, Jin Hee-kyung, Chae Jung-an, Ko Sung-hee, Choi Guy-hwa, Kim Young-ho, Lee Sang-yi",South Korea,"December 1, 2019",2018.0,TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",A renowned corporate attorney at a prestigious firm gambles on a dropout with a photographic memory but no law degree to help on high-stakes cases.,3313406.0,tt1632701,show,Suits,0.0,2011,2019,44.0,"Comedy,Drama"
310,Dirty John: Betty Broderick: Marriage Encounter,2020-09-03,Thursday,September,"['Dirty John', ' Betty Broderick', ' Marriage Encounter']",3.0,Dirty John, Betty Broderick, Marriage Encounter,327.0,80241855.0,TV Show,,"Connie Britton, Eric Bana, Juno Temple, Julia Garner, Jean Smart, Keiko Agena, Jeff Perry, Kevin Zegers, Jake Abel",United States,"November 25, 2019",2018.0,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",Businesswoman Debra Newell's life unravels when she falls for the lies and manipulation of con man John Meehan. Based on the true-crime podcast.,6502130.0,tt7945720,show,Dirty John,0.0,2018,N,44.0,"Crime,Drama"
311,Dirty John: Betty Broderick: The Turtle and the Alligator,2020-09-03,Thursday,September,"['Dirty John', ' Betty Broderick', ' The Turtle and the Alligator']",3.0,Dirty John, Betty Broderick, The Turtle and the Alligator,327.0,80241855.0,TV Show,,"Connie Britton, Eric Bana, Juno Temple, Julia Garner, Jean Smart, Keiko Agena, Jeff Perry, Kevin Zegers, Jake Abel",United States,"November 25, 2019",2018.0,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",Businesswoman Debra Newell's life unravels when she falls for the lies and manipulation of con man John Meehan. Based on the true-crime podcast.,6502130.0,tt7945720,show,Dirty John,0.0,2018,N,44.0,"Crime,Drama"
312,Dirty John: Betty Broderick: No Fault,2020-09-03,Thursday,September,"['Dirty John', ' Betty Broderick', ' No Fault']",3.0,Dirty John, Betty Broderick, No Fault,327.0,80241855.0,TV Show,,"Connie Britton, Eric Bana, Juno Temple, Julia Garner, Jean Smart, Keiko Agena, Jeff Perry, Kevin Zegers, Jake Abel",United States,"November 25, 2019",2018.0,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",Businesswoman Debra Newell's life unravels when she falls for the lies and manipulation of con man John Meehan. Based on the true-crime podcast.,6502130.0,tt7945720,show,Dirty John,0.0,2018,N,44.0,"Crime,Drama"
313,Dirty John: John Meehan: Approachable Dreams,2020-09-03,Thursday,September,"['Dirty John', ' John Meehan', ' Approachable Dreams']",3.0,Dirty John, John Meehan, Approachable Dreams,327.0,80241855.0,TV Show,,"Connie Britton, Eric Bana, Juno Temple, Julia Garner, Jean Smart, Keiko Agena, Jeff Perry, Kevin Zegers, Jake Abel",United States,"November 25, 2019",2018.0,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",Businesswoman Debra Newell's life unravels when she falls for the lies and manipulation of con man John Meehan. Based on the true-crime podcast.,6502130.0,tt7945720,show,Dirty John,0.0,2018,N,44.0,"Crime,Drama"
314,How to Get Away With Murder: Season 1: Pilot,2020-09-03,Thursday,September,"['How to Get Away With Murder', ' Season 1', ' Pilot']",3.0,How to Get Away With Murder, Season 1, Pilot,,,,,,,,,,,,,,,,,,,,,
